year,section,type,title,date_chambre,date_senate,date_prom,date_moniteur
1911,Finances,Arrêté,Arrêté du 4 Mars ouvrant un crédit de 200.000 gourdes pour secourir les incendiés des Cayes,,,,8/3/1911
1911,Finances,Résolution,Résolution du Corps Législatif autorisant le Gouvernement à disposer des fonds du retrait et à prendre toutes autres mesures financières,17/07/1911,18/07/1911,20/07/1911,22/07/1911
1911,Finances,Décret,"Décrêt allouant aux populations de Ouanaminthe, 500.000 aux soldats de la révolution et affectant G. 1.000.000 au secvice public",,,,16/08/1911
1911,Finances,Loi,Loi sanctionnant un emprunt de G. 2.500.000 contracté par le Gouvernement révolutionnaire,21/08/1911,22/08/1911,23/08/1911,26/08/1911
1911,Finances,Loi,Loi fixant le budget des voies et moyens de 1911-1912,7/9/1911,10/9/1911,15/09/1911,16/09/1911
1911,Finances,Loi,Loi fixant le budget des dépenses de 1911-1912,7/9/1911,10/9/1911,15/09/1911,16/09/1911
1911,Finances,Loi,Loi sur les règlements des dettes arriérées,7/9/1911,9/9/1911,15/09/1911,16/09/1911
1911,Finances,Loi,Loi sur la régie des impositions directes pour l'Exercice 1911-1912,7/9/1911,10/9/1911,15/09/1911,20/09/1911
1911,Finances,Loi,Loi qui accorde une rente viagère à Mme Vve Grandjean Guillaume,28/07/1911,8/9/1911,15/09/1911,20/09/1911
1911,Finances,Loi,Loi qui accorde uue rente viagère à Mr. Juste Etienne et Mme Amica Chancy,19/09/1911,10/9/1911,15/09/1911,20/09/1911
1911,Finances,Arrêté,Arrêté approuvant la Convention budgétaire entre la Banque Nationale et le Secrétaire d'Etat des Finances,,,,27/09/1911
1911,Finances,Arrêté,Arrêté accordant un crédit supplémentaire à des Départements ministériels,,,,27/09/1911
1911,Finances,Arrêté,Arrêté nommant une Commission pour enqueter l'administration du Gal. Antoine Simon,,,21/11/1911,22/11/1911
1911,Finances,Arrêté,Arrêté accordant une récompense nationale aux citoyens Normil Charles et Ludovic Lamothe,,,22/12/1911,23/12/1911
1911,Finances,Loi,Loi santionnant le Contrat de Mr. Hans Rankl pour l'établissement d'une ligne de bateaux à vapeur pour desseervire les côtes de la République,19/08/1910,29/09/1911,6/12/1910,7/8/1910
1911,Guerre et Marine,Arrêté,"Arreté déclarant en état de siège les arrondissements du Cap-Haitien, de Fort-Liberté, du Trou et de Vallières",,,19/02/1911,25/02/1911
1911,Guerre et Marine,Arrêté,Arreté instituant un conseil de guerre,,,19/02/1911,25/02/1911
1911,Guerre et Marine,Arrêté,"Arrêté de mise en état de siège et de déclaration de blocus les ports de Fort-Liberté, St-Marc et Gonaives",,,19/07/1911,22/07/1911
1911,Guerre et Marine,Arrêté,Arreté de révocation du Secrétaire d'Etat Septimus Marius comme Secrétaire d'Etat de la Guerre et de la Marine,,,19/07/1911,22/07/1911
1911,Guerre et Marine,Arrêté,Arrêté du 21 Novembre 1911 ouvrant aux Département de la Guerre un crédit de G. 150.000 et P. 50.000 or pour la construction de casernes et autres Dépenses pour l'année,,,21/11/1911,13/12/1911
1912,Intérieur et Police Générale,Loi,Loi rapportant celle du 25 Août 1909 portant création d'une préfecture de police,7/9/1911,8/9/1911,15/09/1911,14/02/1912
1912,Intérieur et Police Générale,Loi,Loi accordant une rente vi?gère au citoyen F. Bernier et aux dames Odinot Monpoint et M. Monplaisir,20/07/1911,8/9/1911,19/12/1911,24/02/1912
1912,Intérieur et Police Générale,Loi,Loi modifiant l'ordonnance impériale du 4 Janvier 1855 sur les funérailles des Sénateurs et Députés décédés,16/09/1906,27/08/1906,29/04/1912,4/5/1912
1912,Intérieur et Police Générale,Arrêté,Arrêté désaffectant l'Usine Electrique de Jacmel,,,25/06/1912,29/06/1912
1912,Intérieur et Police Générale,Arrêté,Arrêté prescrivant des mesures sanitaires pour la protection des Ports,,,29/06/1912,29/06/1912
1912,Intérieur et Police Générale,Décret,Décret prolongeant la session législative,3/7/1912,4/7/1912,5/7/1912,6/7/1912
1912,Intérieur et Police Générale,Décret,Décret d'élection du Général T. Auguste Président d'Haiti,,,8/8/1912,10/8/1912
1912,Intérieur et Police Générale,Résolution,Résolution du Corps législatif ouvrant un crédit pour les funérailles du Général C. Leconte et des militaires morts avec lui,9/8/1912,9/8/1912,10/8/1912,10/8/1912
1912,Intérieur et Police Générale,Arrêté,Arrêté convoquant le Corps législatif à l'extraordinaire,,,18/08/1912,21/08/1912
1912,Intérieur et Police Générale,Arrêté,Arrêté nommant les membres du Conseil des Sccrétaites d'Etat,,,16/09/1912,18/09/1912
1912,Intérieur et Police Générale,Loi,Loi érigeant en Commune de 5ème classe le quartier des Anses-à-Pitre,17/07/1912,16/08/1912,19/09/1912,21/09/1912
1912,Intérieur et Police Générale,Loi,Loi érigeant en Commune de 5ème classe le quartier de Ganthier,17/07/1912,16/08/1912,19/09/1912,21/09/1912
1912,Intérieur et Police Générale,Loi,"Loi qui modifit les art. 2, 3 et 4 de la loi relatif à l'effectif et aux appointements de la Police de Port-au-Prince",28/08/1912,12/9/1912,26/09/1912,28/09/1912
1912,Intérieur et Police Générale,Loi,Loi qui élève la ville de Petit-Goâve au rang des Commune de 3ème classe,14/06/1912,5/7/1912,2/10/1912,9/10/1912
1912,Intérieur et Police Générale,Loi,Loi qui érige Léogane en Commune de 3 ème classe,4/8/1912,16/08/1912,2/10/1912,9/10/1912
1912,Intérieur et Police Générale,Arrêté,Arrêté rapportant les Arrêtés de 1911 de mise en état de siège,,,3/10/1912,9/10/1912
1912,Intérieur et Police Générale,Loi,Loi relative à l'indemnité à accorder aux propriétaires des maisons privées endommagées par la catastrophe du 8 Août 1912,14/09/1911,14/09/1912,5/11/1912,9/11/1912
1912,Intérieur et Police Générale,Loi,Loi qui décerne une médaille aux fonctionnaires et officiers dont le dévouement s'est signalé le 8 Août 1912,13/09/1912,13/09/1912,21/11/1912,4/12/1912
1912,Travaux publics,Arrêté,Arrêté déclarant d'utilité publique la Cie haitienne de Port-de-Paix,,,29/12/1911,3/1/1912
1912,Travaux publics,Arrêté,Arrêté ouvrant un crédit de G. 340 000 au Département des Travaux publics,,,23/02/1912,24/02/1912
1912,Travaux publics,Résolution,Résiliation du Contrat de Construction du Théâtre de Port-au-Prince,,,,9/3/1912
1912,Travaux publics,Arrêté,Arrêté de prise de possession de certains terrains qui sont nécessaires à la Compagnie Nationale des Chemins-de-fer,,,22/04/1912,27/04/1912
1912,Travaux publics,Arrêté,Arrêté autorisant la P.C.S. à prendre possession de certaines portions de terrains nécessaires à la voie ferrée,,,9/5/1912,15/05/1912
1912,Travaux publics,Loi,Loi relative au changement de la traction à vapeur des Tramways de la P.C.S. en traction électrique et à l'extention de son réseau - Contrat -,11/9/1912,12/9/1912,26/09/1912,28/09/1912
1912,Travaux publics,Loi,Loi qui unifie les tarifs des diverses Compagnies de Chemin-de-fer,12/9/1912,12/9/1912,1/10/1912,2/10/1912
1912,Travaux publics,Loi,Loi créant un service d'Inspecteurs des Chemins-de-fer,28/08/1912,13/09/1912,11/11/1912,13/11/1912
1912,Travaux publics,Loi,Loi créant un service de surveillance du Bassin général de la Plaine du Cul-de-Sac,28/08/1912,12/9/1912,5/11/1912,13/11/1912
1912,Travaux publics,Loi,Loi autorisant le Secrétaire d'Etat des Travaux publics à entreprendre la réfection du service des Eaux de Port-au-Prince,28/08/1912,11/9/1912,21/11/1912,30/11/1912
1912,Travaux publics,Loi,Loi ouvrant un Crédit de 25.000 dollars pour l'étude des gisements miniers,5/8/1912,12/9/1912,21/11/1912,30/11/1912
1912,Travaux publics,Loi,Loi autorisanr la construction d'un Wharf aux Cayes,28/08/1912,14/09/1912,21/11/1912,30/11/1912
1912,Travaux publics,Loi,Loi qui accorde 10.000 dollars pour la canalisation des Eaux de la Croix-des-Bouquets,28/08/1912,13/09/1912,21/11/1912,4/12/1912
1912,Instruction Publique,Loi,Loi qui augmente les appointements du personnel des Ecoles,13/08/1912,29/08/1912,27/09/1912,5/10/1912
1912,Instruction Publique,Loi,Loi qui règlemente l'inspection et la surveillance des Écoles,24/08/1912,29/08/1912,27/09/1912,5/10/1912
1912,Instruction Publique,Loi,Loi ouvrant un crédit annuel de 50.000 dollars pour la construction des maisons destinées aux Ecoles,28/08/1912,12/9/1912,4/10/1912,9/10/1912
1912,Instruction Publique,Loi,Loi sur l'organisation de l'Enseignement primaire,13/08/1912,3/9/1912,4/10/1912,12/10/1912
1912,Instruction Publique,Loi,Loi relative au recrutement du personnel de l'enseignement primaire,24/07/1912,29/08/1912,14/10/1912,23/10/1912
1912,Instruction Publique,Loi,Loi créant un établissement d'enseignement professionnel de garçons à Port-au-Prince,15/08/1912,4/9/1912,14/10/1912,23/10/1912
1912,Instruction Publique,Loi,Loi créant un établissement professionnel de jeunes filles sous le nom d'Elie Dubois,6/8/1912,4/9/1912,14/10/1912,23/10/1912
1912,Instruction Publique,Loi,Loi relative à la pension de retrait des membres du Corps Enseignant,19/07/1912,29/08/1912,5/11/1912,9/11/1912
1912,Instruction Publique,Loi,Loi créant une école agricole dans le département de l'Ouest,13/08/1912,4/9/1912,5/11/1912,9/11/1912
1912,Instruction Publique,Arrêté,Arrêté fixant les attributions des Inspecteurs généraux,,,7/11/1912,9/11/1912
1912,Relations Extérieures,Correspondance,Correspondance interprétant le tableau B. de la Convention de 1907 entre Haiti et la France,,,,10/2/1912
1912,Relations Extérieures,Arrêté,Arrêté règlementant le cérémonial diplomatique à observer dans la républe dans la Republic d'Haïti,,,29/02/1912,2/3/1912
1912,Relations Extérieures,Loi,Loi sur l'organisation du service diplomatique,2/8/1912,17/08/1912,2/9/1912,7/9/1912
1912,Relations Extérieures,Loi,Loi sur l'organisation du serviee cousulaire,14/08/1912,27/08/1912,10/9/1912,14/09/1912
1912,Relations Extérieures,Loi,Loi sur l'organisation du service cousulaire Convention entre Haiti et l'Allemagne sur les colis postaux,8/7/1912,17/08/1912,5/11/1912,13/11/1912
1912,Relations Extérieures,Arrêté,Arrêté modifiant l'article 39 de celui du 29 janvier 1912 sur le cérémonial diplomatique,,,21/11/1912,23/11/1912
1912,Justice,Arrêté,Arrêté d'amnistie en faveur des individus impliqués dans les évènements politiques de 1908,,,24/05/1912,25/05/1912
1912,Justice,Arrêté,Arrêté d'amnistie en faveur des individus impliqués dans le complot des Cayes,,,17/08/1912,17/08/1912
1912,Justice,Loi,Loi sur l'extradition des criminels fugitifs,17/08/1912,27/08/1912,21/11/1912,4/12/1912
1912,cultes,Loi,Loi qui modifie l'article 6 de la loi du 22 Septembre 1863 sur les Fabriques,24/07/1912,16/08/1912,22/08/1912,28/08/1912
1912,Guerre et Marine,Loi,Loi sur la réforme de l'armée,24/07/1912,6/8/1912,9/10/1912,16/10/1912
1912,Guerre et Marine,Arrêté,Arrêté relatif à la réorganisation de l'armée et au recrutement,,,25/10/1912,2/11/1912
1912,Finances et Commerce,Arrêté,Arrêté de liquidation de la dette de la révolution de 1911,,,27/01/1912,27/01/1912
1912,Finances et Commerce,Arrêté,"Arrêté rapportant celui de 1911, fixant à 400% le taux du retrait",,,28/03/1912,30/03/1912
1912,Finances et Commerce,Arrêté,Arrêté fixant en or américain la dette de la révolution de 1911,,,28/03/1912,11/5/1912
1912,Finances et Commerce,Arrêté,Arrêté autorisant la Société anonyme dite d'Eclairage d'Haiti,,,,15/06/1912
1912,Finances et Commerce,Arrêté,Arrêté autorisant la Société minière de Zépiny,,,14/06/1912,22/06/1912
1912,Finances et Commerce,Loi,Loi sanctionnant les crédits extraordinaires et ouvrant un crédit supplémentaire,31/05/1912,4/7/1912,9/7/1912,10/7/1912
1912,Finances et Commerce,Arrêté,Arrêt? prolongeant les pouvoirs de la Commission d'enquête administrative de 1911,,,27/07/1912,27/07/1912
1912,Finances et Commerce,Loi,Loi qui modifie l'article 1er de la loi de 1911 et fixe les crédits ouverts pour l'année 1911-1912,22/07/1912,1/8/1912,6/8/1912,7/8/1912
1912,Finances et Commerce,Loi,Loi accordant une rente viagère au citoyen Hugon Lechaud,5/7/1912,2/7/1912,6/7/1912,10/7/1912
1912,Finances et Commerce,Loi,Loi qui prolonge les pouvoirs de la Commission de vérification des effets publics,1/7/1912,26/07/1912,22/08/1912,24/08/1912
1912,Finances et Commerce,Loi,Loi qui accorde la franchise de droit aux trousseaux des prêtres et des congrégations,17/08/1912,27/08/1912,10/9/1912,14/09/1912
1912,Finances et Commerce,Loi,Loi relatif au retrait du papier monnaie,7/6/1912,23/07/1912,19/10/1912,21/10/1912
1912,Finances et Commerce,Loi,Loi qui accorde une rente viagère à Mme Vve . Destouches et à Mme Luce Archin,5/7/1912,30/07/1912,19/09/1912,21/09/1912
1912,Finances et Commerce,Loi,Loi portant fixation du budget des voies et moyens de 1912-1913,16/08/1912,10/9/1912,23/09/1912,25/09/1912
1912,Finances et Commerce,Loi,Loi portant fixation du Budget des dépenses de1912-1913,16/08/1912,10/9/1912,30/09/1912,9/10/1912
1912,Finances et Commerce,Loi,Loi sur la régie des impositions directes pour 1912-1913,16/08/1912,10/9/1912,23/09/1912,25/09/1912
1912,Finances et Commerce,Loi,Loi ouvrant des crédits extraordinaires nécessités par la catastrophe du 8 Août 1912,20/08/1912,13/09/1912,19/10/1912,26/10/1912
1912,Finances et Commerce,Loi,Loi sanctionnant l'arrêté du 23 Septembre 1911 ( crédit supplémentaire ),17/08/1912,13/09/1912,26/09/1912,28/09/1912
1912,Finances et Commerce,Loi,Loi ouvrant un crédit de 600.000 dollars aux départements de la Guerre et des Travaux publics,22/07/1912,23/07/1912,9/10/1912,16/10/1912
1912,Finances et Commerce,Loi,Loi de sanction du Contrat passé avec Mr. Neuda pour l'établissement d'une Banque de crédit foncier,10/9/1912,13/09/1912,2/10/1912,7/12/1912
1913,Intérieur,Arrêté,Arrêté du 11 février qui fait à la commune de Port-au-Prince un prêt de 6.000 dollars et de 20.000 gourdes,,,11/2/1913,11/2/1913
1913,Intérieur,Décret,"Décrêt du 4 Mai, portant élection du Sénateur Michel Oreste comme Président de la République",,,,7/5/1913
1913,Intérieur,Arrêté,Arrêté de nomination des Secrétaires d'Etat,,,17/05/1913,17/05/1913
1913,Intérieur,Arrêté,Arrêté du 30 Juin qui modifie la formation du Cabinet,,,30/06/1913,02/07/19123
1913,Intérieur,Loi,Loi qui érige le poste militaire de St-Michel du Sud en quartier et établit un poste militaire à Fonds-des-Blancs,27/08/1910,11/7/1911,5/7/1913,9/7/1913
1913,Intérieur,Décret,Décrêt prolongeant la Session Législative,17/07/1913,17/07/1913,,23/07/1913
1913,Intérieur,Loi,Loi qui modifie le tarif des animaux épaves,9/9/1912,7/8/1913,14/08/1913,16/08/1913
1913,Intérieur,Loi,Loi érigeant la commune de Port-de-Paix en commune de 3ème classe,18/07/1913,19/08/1913,20/08/1913,23/08/1913
1913,Intérieur,Loi,Loi autorisant le Gouvernement à prêter la somme de 130.000 gourdes à la commune du Cap-Haïtien,14/08/1913,21/08/1913,22/08/1913,23/08/1913
1913,Intérieur,Loi,Loi qui modifie l'article 32 de la loi sur les conseils communaux,18/07/1913,19/08/1913,20/08/1913,23/08/1913
1913,Intérieur,Loi,Loi Règlementant le service des passeports,25/08/1913,22/08/1913,27/08/1913,3/9/1913
1913,Intérieur,Loi,Loi autorisant la commune de Port-au-Prince à contracter un emprunt de 120.000 dollars,15/08/1912,23/08/1913,27/08/1913,3/9/1913
1913,Intérieur,Loi,Loi créant au Département de l'Intérieur un service de la police générale et de la police de sûreté,23/08/1913,21/08/1913,23/08/1913,6/9/1913
1913,Intérieur,Loi,Loi réglementant le séjour des étrangers en Haïti,23/08/1913,25/08/1913,,10/9/1913
1913,Intérieur,Loi,Loi modifiant les articles 38 et 46 2ème alinéa de la loi du 27 octobre 1876 sur la régie des impositions directes,30/07/1913,27/08/1913,8/9/1913,13/09/1913
1913,Intérieur,Loi,Loi prorogeant pour l'exercice 1913-1914 la loi du 24 octobre 1876 sur les impositions directes,18/08/1913,26/08/1913,29/08/1913,19/09/1913
1913,Intérieur,Loi,Loi fixant le montant des patentes à payer par les propriétaires d'automobiles,14/08/1913,27/08/1913,8/9/1913,17/09/1913
1913,Intérieur,Loi,Loi relative aux terrains vagues dans les villes et bourgs de la Républiqne,30/07/1913,27/08/1913,8/9/1913,17/09/1913
1913,Intérieur,Loi,Loi dénonçant divers articles de la Constitution à reviser,27/08/1913,27/08/1913,30/08/1913,11/10/1913
1913,Intérieur,Arrêté,Arrêté du 1er octobre modifiant et complétant le Conseil des Secrétaires d'Etat,,,1/10/1913,1/10/1913
1913,Intérieur,Arrêté,Arrêté du 18 octobre déterminant les limites de la commune de Ganthier,,,18/10/1913,22/10/1913
1913,Justice,Loi,Loi réglementant les Tribunaux civils des Cayes de Jacmel et des Gonaïves,18/07/1913,26/06/1913,21/07/1913,26/07/1913
1913,Justice,Loi,"Loi modificative de celle du 23 août 1877, portant tarif des frais à percevoir devant les tribunaux",19/08/1913,21/08/1913,22/08/1913,27/08/1913
1913,Justice,Loi,"Loi accordant un nouveau juge à chacun des Tribunaux civils de Petit-Goâve, Anse-à-Veau, St-Marc et de Port-de-Paix",18/08/1913,21/08/1913,26/08/1913,30/08/1913
1913,Justice,Loi,Loi reinplaçant la disposition de l'art 394 10 du Code Pénal,26/08/1913,24/08/1913,29/08/1913,17/09/1913
1913,Justice,Loi,Loi modifiant quelques dispositions de celle du 23 Décembre 1867 sur l'organisation duTribunal de Cassation ainsi que certaines dispositions du Code de procédure civile,26/08/1913,24/08/1913,29/08/1913,17/09/1913
1913,Guerre et Marine,Loi,Loi fixant le traitement des officiers de la Maison militaire du Président de la République,14/08/1913,25/08/1913,1/9/1913,6/9/1913
1913,Guerre et Marine,Loi,Loi supprimant la Charge d'Inspecteur général des hôpitaux et accordant une rente viagère au Docteur Malette père,28/07/1913,26/08/1913,1/9/1913,18/10/1913
1913,Guerre et Marine,Arrêté,Arrêté du 6 Décembre 1913 relatif à la réorganisation et au recrutement de l'armée,,,6/12/1913,13/06/1913
1913,Finances,Arrêté,Arrêté du 12 avril 1913 réglementant les conditions d'un emprunt de P. or 634.900 pour le retrait de 2.000.000 gourdes,,,12/4/1913,16/08/1913
1913,Finances,Loi,"Loi ouvrant un crédit de 150.000 gourdes au Département de la Guerre, 10.000 gourdes et 126.000 dollars au Département de l'Intérieur pour des dépenses imprévues",5/5/1913,6/5/1913,7/5/1913,7/5/1913
1913,Finances,Loi,Loi ouvrant un crédit de 10.000 gourdes et de 3.000 dollars pour les frais de funérailles du Président T. Auguste,05/05/0113,6/5/1913,,7/5/1913
1913,Finances,Arrêté,Arrêté du 7 juin invitant les Sociétés anonymes industrielles commerciales ou civiles à se conformer aux prescriptions de la loi du 11 août 1903 .,,,7/6/1913,7/6/1913
1913,Finances,Arrêté,Arrêté du 30 Mai 1913 autorisant la formation de la Société anonyme haïtienne des Grands Moulins d'Haïti,,,30/05/1913,2/8/1913
1913,Finances,Loi,Loi accordant le droit d'échelle à la ville de l'Anse-à-Veau,17/08/1912,26/16/1913,28/06/1913,28/06/1913
1913,Finances,Loi,Loi autorisant un emprunt sous la dénomination de Dette Intérieur de 1913,4/7/1913,31/07/1913,5/7/1913,9/7/1913
1913,Finances,Loi,Loi autorisant un crédit de 60.000 dollars et de 30.000 gourdes au Secrétaire d'Etat de l'Intérieur,9/7/1913,15/07/1913,15/07/1913,16/07/1913
1913,Finances,Loi,Loi autorisant le rachat des récépissés émis pour les effets publics dont la consolidation avait été suspendue en 1903,1/8/1913,12/8/1913,14/08/1913,16/08/1913
1913,Finances,Loi,"Loi modifiant les articles 15, 16, 19 et 63 de la loi du 11 août 1903 sur les timbres",16/08/1913,19/08/1913,19/08/1913,20/08/1913
1913,Finances,Loi,"Loi rapportant celle sur l'Enregistrement du 14 Novembre 1876 et remettant en vigueur la loi du 28 juillet 1828, avec modifications portées aux articles 18, 19, 27, etc.",20/08/1913,31/07/1913,20/08/1913,10/9/1913
1913,Finances,Loi,Loi sanctionnant les Arrêtés de crédits extraordinaires pris le 18 Janvier et 11 février 1913,22/08/1913,21/08/1913,22/08/1913,27/08/1913
1913,Finances,Loi,Loi accordant le droit d'échelle aux bateaux voyageant du port des Cayes àcelui de Pott-à-Piment,30/08/1913,23/08/1913,23/08/1913,30/08/1913
1913,Finances,Loi,Fixant la quotité de l'impôt sur le revenu créé par la loi du 11 Août 1903,20/08/1913,27/08/1913,1/9/1913,6/9/1913
1913,Finances,Loi,Loi relative au retrait du papier-monnaie,20/08/1913,26/08/1913,5/9/1913,10/9/1913
1913,Finances,Arrêté,Arrêté du 10 Septembre créant les états d'émargement,,,,13/09/1913
1913,Finances,Loi,Loi portant modification des appointements des fonctionnaires et employés publics -- Tableau,11/8/1913,25/08/1913,8/9/1913,13/09/1913
1913,Finances,Convention,Convention budgétaire pour garantir le service public,,,,17/09/1913
1913,Finances,Loi,Loi accordant la franchise de tous droits de douane pour des matériaux destinés à l'Institution Saint Louis de Gonzague,25/08/1913,23/08/1913,27/08/1913,17/09/1913
1913,Finances,Loi,Loi portant fixation du budget des voies et moyens pour l'Exercice 1913-1914,18/08/1913,27/18/1913,12/09/19913,20/09/1913
1913,Finances,Loi,Loi portant fixation du Budget des Dépenses pour l'exercice 1913-1914,18/08/1913,27/08/1913,12/9/1913,20/09/1913
1913,Finances,Loi,Loi introduisant certaines modifications dans celle du 6 Avril 1826 sur la conservation des Hypothèques,18/08/1913,27/08/1913,12/9/1913,20/09/1913
1913,Finances,Arrêté,Arrêté du 17 Septembre qui centralise à la Banque Nationale de la République d'Haïti le Bureau Central du Timbre,,,,20/09/1913
1913,Finances,Arrêté,Arrêté du 17 Septembre 1913 créant des Douanes frontières,,,17/09/1913,20/08/1913
1913,Finances,Arrêté,Arrêté du 22 Décembre 1913 instituant une Commission Centrale pour le contrôle de toutes les opérations du retrait du papier-monnaie et de la monnaie de nickel,,,22/12/1913,27/12/1913
1913,Finances,Arrêté,Arrêté du 7 Mars 1913 portant réorganisation du Département d's Relations Extérieures .,,,,19/03/1913
1913,Finances,Loi,"Loi approuvant la convention d'arbitrage arrêtée entre le Gouvernement haïtien et la Légation de S M. l'Empereur d'Allemagne, d'une part, et la Légation de la République française d'autre part",26/08/1913,27/08/1913,9/9/1913,17/09/1913
1913,Travaux Publics,Arrêté,Arrêté du 18 Janvier qui ouvre un crédit de 44.608 et de 55.654 pour la captation des sources de Bizoton et la conduite de leur eau à Port-au-Prince,,,,25/01/1913
1913,Travaux Publics,Arrêté,Arrêté du 18 Avril expropriant pour cause d'utilité publique des terrains pour la conduite des eaux de Bizoton,,,,19/04/1913
1913,Travaux Publics,Loi,Loi ouvrant un crédit de 350.000 dollars au Département des Finances pour la construction du Palais National,14/08/1913,22/08/1913,23/08/1913,30/08/1913
1913,Travaux Publics,Loi,Loi ouvrant un crédit de 100.000 dollars au Département des Travaux publics pour la construction du Palais du Sénat,14/08/1913,22/08/1913,23/08/1913,30/08/1913
1913,Travaux Publics,Arrêté,Arrêté du 5 Septembre comportant la liste des Travaux à exécuter par le Département des Travaux publics et fixant la somme à employer pour les dis travaux,,,5/9/1913,6/9/1913
1913,Travaux Publics,Loi,Loi règlementant le service des eaux pour l'arrosage des propriétés et fixant la taxe à payer,26/08/1913,26/08/1913,29/08/1913,6/9/1913
1913,Travaux Publics,Loi,"Loi sanctionnant la convention du 24 Octobre 1912 entre la Compagnie de constrution et Etat avec modifications aux articles 2, 3, 4, 7 et 8 Convention",20/08/1913,27/08/1913,3/9/1913,10/9/1913
1913,Travaux Publics,Loi,Loi créant un service d'Administration du Canal d'Avezac (Plaine des Cayes),20/08/1913,25/08/1913,26/08/1913,17/09/1913
1913,Travaux Publics,Loi,Loi ouvrant un crédit de 60.000 dollars au Département des Travaux publics pour la construction de l'Archevêché de Port-au-Prince et de la Chapel le du Petit-Séminaire,20/09/1913,25/08/1913,26/08/1913,17/09/1913
1913,Travaux Publics,Loi,"Loi ouvrant un crédit de 135.966 03 gourdes et 37.070 dollars au Département des Travaux publics pour la réfection du réseau télégraphique, etc.",26/08/1913,25/08/1913,29/08/1913,20/09/1913
1913,Travaux Publics,Loi,"Loi ouvrant un crédit de 150,000 dollars environs au Département des Travaux publics pour l'établissement à Petit-Goâve d'un service de distribution d'eau",23/08/1913,27/08/1913,5/9/1913,17/09/1913
1913,Travaux Publics,Loi,Loi modifiant quelques articles de la loi du 23 Août 1877 sur les travaux publics,27/08/1913,27/08/1913,5/9/1913,20/09/1913
1913,Travaux Publics,Loi,Loi sanctionnant le contrat passé entre le Secrétaire d'Etat des Travaux publics et Mr G. Desrosiers pour la construction d'un whart au Cap-Haitien-Contrat,26/08/1913,26/08/1913,4/9/1913,24/09/1913
1913,Travaux Publics,Loi,"Loi sanctionnant le contrat passé entre le Secrétaire d'Etat des Travaux publics et Mr Denis St. Aude pour la construction d'un wharf au Port de Paix, Contrat",26/08/1913,23/08/1913,.../09/1913,27/09/1913
1913,Travaux Publics,Loi,Loi portant modification aux 1er et 2e alinéas de l'art.13 du Contrat d'éclairage de la ville de St. Marc,26/09/1913,27/09/1913,17/09/1913,1/10/1913
1913,Travaux Publics,Loi,Loi sanctionnant le contrat Paul Gardère pour l'établissement et l'exploitation des lignes téléphoniques à Port-au-Prince et ses environs-Contrat,18/08/1913,25/08/1913,23/09/1913,1/10/1913
1913,Travaux Publics,Loi,Accordant une subvention mensuelle de 100 gourdes à la Corporation des Arpenteurs -Géométres,25/08/1913,23/08/1913,27/08/1913,1/10/1913
1913,Travaux Publics,Loi,Loi sanctionnant le contrat Alphonse Craan pour la construction et l'exploitation d'un wharf à Jacmel. Contrat,23/08/1913,27/08/1913,30/09/1913,4/10/1913
1913,Travaux Publics,Arrêté,Arrêté du 25 Octobre 1913 relatif à la taxe d'irrigation,,,,25/10/1913
1913,Travaux Publics,Arrêté,Arrêté du 23 Décembre autorisant le Département des Travaux publics à employer la somme de 9.989 gourdes 66 centimes aux travaux de réfection du Fort National,,,,27/12/1913
1913,Instruction Publique,Arrêté,Arrêté du 20 Janvier réglementant le mode de preuves des conditions requises des membres du corps enseignant pour obtenir la pension de retraite et les récompenses prévues par la loi du 26 Août,,,20/01/1913,22/01/1913
1913,Instruction Publique,Arrêté,Arrêté du 19 Mars 1913 qui règlemente l'enseignement primaire dans les écoles rurales et urbaines. Programme y annexé,,,19/03/1913,2/4/1913
1913,Instruction Publique,Loi,Loi créant à Port-au-Prince une école normale primaire d'instituteurs et une école normale d'institutrices,24/08/1913,26/08/1913,29/08/1913,17/09/1913
1913,Instruction Publique,Loi,Loi fixant les appointements des Inspecteurs et Sous-Inspecteurs des écoles; des professeurs de l'Ecole de Droit et de l'Ecole de Médecine,18/08/1913,25/08/1913,5/9/1913,17/09/1913
1913,Instruction Publique,Règlement,Règlement pour l'obtention du Certificat d'Etudes primaires 1er et 2e degrés,,,,12/11/1913
1913,Instruction Publique,Arrêté,Arrêté du 12 Novembre approuvant les programmes à appliquer à l'Ecole professionnelle et ménagère « Elie Dubois »,,,12/11/1913,22/11/1913
1913,Cultes,Arrêté,"Arrêt du 7 Avril 1913, fixant les formes des rapports de l'Eglise catholique romaine avec les autorités constituées de la République",,,7/4/1913,5/4/1913
1914,Instruction Publique,Règlement,Règlement déterminant les programmes à appliquer à L'Ecole Normale primaire de jeunes filles,,,,7/1/1914
1914,Instruction Publique,Arrêté,Arrêté du 24 février modifiant celui du 2 Septembre 1908 relatif aux examens d'entrée à l'École de Médecine,24/02/1914,,,28/02/1914
1914,Instruction Publique,Arrêté,Arrêté rendant l'enseignement de l'hygième obligatoire dans les Ecoles,,,13/03/1914,18/03/1914
1914,Instruction Publique,Arrêté,Arrêté autorisant l'usage d'une carte d'Haïti des Frères de l'Instruction Chrétienne,,,8/4/1914,15/04/1914
